Unnamed: 0,address,city,floor,id,latitude,longitude,price,rooms,sq,year
10415,rodmiecie Twarda,Warszawa,10.0,7470.0,52.2290269,20.9939994,2200000.0,2.0,57.0,2014.0
10416,Biaoeka,Warszawa,4.0,11952.0,52.3196649,21.0211773,476226.0,2.0,51.95,2022.0
10417,Mokotow Ludwika Idzikowskiego,Warszawa,1.0,18249.0,52.18897335,21.039847434774263,3368600.0,4.0,168.9,2018.0
10418,Jezyce Bonin Turkusowa,Poznan,3.0,2121.0,52.4318662,16.9058054,355000.0,3.0,48.6,1966.0
10419,Grzegorzki ul Grzegorzecka,Krakow,2.0,28686.0,50.0587885,19.9500605,473081.0,1.0,35.57,2020.0
10420,Jezyce Golecin,Poznan,0.0,2373.0,52.4326105,16.8850598,222000.0,1.0,26.0,2021.0
10421,Podgorze ul Stanisawa Klimeckiego,Krakow,2.0,24842.0,50.0492242,19.9703793,569000.0,3.0,54.36,2021.0
10422,Stare Miasto Centrum,Poznan,5.0,2796.0,52.3601021,16.849834118146603,400000.0,3.0,52.7,1964.0
10423,Debniki,Krakow,4.0,24116.0,50.0518611,19.9270367,489000.0,2.0,45.14,2021.0
10424,Mokotow ul Domaniewska 34B,Warszawa,8.0,9163.0,52.1839266,21.008725,1030600.0,3.0,78.75,2022.0
10425,Podgorze Duchackie Wola Duchacka,Krakow,4.0,22994.0,50.0146222,19.953758,379000.0,2.0,38.86,2021.0
10426,Bemowo,Warszawa,1.0,16948.0,52.2389738,20.9132881,490000.0,2.0,50.7,1978.0
10427,Podgorze ul pk Ryszarda Kuklinskiego 7,Krakow,3.0,22503.0,50.0469432,19.997153435836697,585825.0,3.0,54.75,2020.0
10428,Mokotow,Warszawa,3.0,16998.0,52.1939874,21.0457809,1060000.0,3.0,75.94,1956.0
10429,Grzegorzki ul pk Francesco Nullo,Krakow,5.0,28893.0,50.0469432,19.997153435836697,790650.0,3.0,70.28,2022.0
10430,Prsdnik Biay Gorka Narodowa Adama Marczynskiego,Krakow,1.0,23008.0,50.0997952,19.958007,432000.0,2.0,54.0,2008.0
10431,Mokotow Jurajska,Warszawa,8.0,15279.0,52.162659,20.9943027,502000.0,2.0,39.8,2020.0
10432,Bielany,Warszawa,1.0,17252.0,52.2776126,20.9472054,1249000.0,3.0,88.41,2007.0
10433,Mokotow Wierzbno,Warszawa,7.0,10620.0,52.1926848,21.0107885,415000.0,2.0,38.9,1963.0
10434,Krowodrza ul Wrocawska,Krakow,10.0,22360.0,50.0781206,19.9237274,549000.0,2.0,46.0,1999.0
10435,Biaoeka Tarchomin Grzymalitow,Warszawa,4.0,17269.0,52.3382313,20.9444923,519000.0,3.0,91.0,2003.0
10436,Mokotow Bokserska,Warszawa,9.0,13053.0,52.1696586,20.9970149,745900.0,3.0,68.0,2021.0
10437,rodmiecie bp Jana Prandoty,Krakow,1.0,25801.0,50.0791121,19.949934073837213,963585.0,4.0,91.77,2021.0
10438,Stare Miasto Naramowice Rubiez,Poznan,4.0,2209.0,52.4501055,16.951165,267000.0,2.0,31.6,2010.0
10439,Stare Miasto ul Duga 24,Krakow,3.0,29981.0,50.0679951,19.938312990811166,622623.2,1.0,26.36,2020.0
10440,Podgorze Andrzeja Potebni,Krakow,1.0,19137.0,50.0430608,19.9519714,649000.0,2.0,46.82,1920.0
10441,Mistrzejowice ul Piasta Koodzieja,Krakow,1.0,23379.0,50.0986433,20.0132206,352785.0,2.0,40.55,2022.0
10442,Nowa Huta Ogrodowe,Krakow,3.0,23054.0,50.0706173,20.0450223,590000.0,3.0,63.0,1953.0
10443,Wilanow,Warszawa,0.0,10891.0,52.1530829,21.1104411,1022750.0,3.0,81.82,2006.0
10444,rodmiecie Twarda,Warszawa,10.0,16234.0,52.2290269,20.9939994,4850000.0,3.0,135.0,2015.0
10445,Debniki KlinyZacisze bpa A Maysiaka,Krakow,1.0,30047.0,49.9988318,19.8938784,424780.0,3.0,63.4,2020.0
10446,Targowek,Warszawa,3.0,13158.0,52.2751918,21.0580854,362000.0,2.0,38.0,1971.0
10447,Podgorze Duchackie Puszkarska,Krakow,4.0,18832.0,50.0238506,19.9601831,403105.5,2.0,42.21,2021.0
10448,Grzegorzki ul Fabryczna,Krakow,3.0,28946.0,50.058444,19.9702351,1115730.0,4.0,97.02,2021.0
10449,Mistrzejowice Owiecenia,Krakow,3.0,22244.0,50.0939358,19.9897424,590000.0,4.0,75.0,1992.0
10450,Wzgorza Krzesawickie ulGustawa Morcinka,Krakow,3.0,26691.0,50.1047809,20.0362743,370045.0,3.0,56.93,2022.0
10451,Stare Miasto Naramowice,Poznan,4.0,390.0,52.4496489,16.9494082,408348.0,3.0,71.64,2020.0
10452,Jezyce Winiary,Poznan,0.0,4933.0,52.42260185,16.917530008421338,625650.0,4.0,74.38,2020.0
10453,Stare Miasto Naramowice,Poznan,2.0,3881.0,52.4496489,16.9494082,360000.0,3.0,59.1,1985.0
10454,Mokotow Suzewiec Wabrzyska,Warszawa,4.0,15991.0,52.1734486,21.0315079,950000.0,5.0,92.0,1976.0
10455,Wola,Warszawa,3.0,7950.0,52.2362379,20.9547815,465000.0,2.0,38.0,1964.0
10456,Targowek,Warszawa,10.0,16510.0,52.2751918,21.0580854,515000.0,3.0,54.0,1978.0
10457,Ursynow Jana Cybisa,Warszawa,3.0,6318.0,52.1538352,21.02292308294029,599000.0,3.0,64.0,1988.0
10458,Bielany Stefana Zeromskiego,Warszawa,2.0,11020.0,52.2753681,20.959386700000003,890000.0,3.0,63.0,1954.0
10459,Bemowo ul Seceminska 9,Warszawa,8.0,13085.0,52.24908685,20.91506385067041,560000.0,3.0,60.1,1980.0
10460,Grzegorzki Pokoju,Krakow,3.0,26832.0,50.0589305,19.9762323,495000.0,3.0,50.0,1965.0
10461,Podgorze,Krakow,0.0,21076.0,50.0430999,19.9529614,420000.0,2.0,38.2,1970.0
10462,rodmiecie,Warszawa,5.0,9689.0,52.2328098,21.019067,575000.0,2.0,37.0,1967.0
10463,wielkopolskie,Poznan,0.0,2195.0,52.4006632,16.91973259178088,358100.0,2.0,48.0,2023.0
10464,Zoliborz,Warszawa,1.0,9040.0,52.2675944,20.9796975,499000.0,2.0,39.0,1960.0
10465,Prsdnik Biay Gorka Narodowa,Krakow,1.0,25749.0,50.0974858,19.9592694,910847.0,5.0,109.62,2021.0
10466,Jezyce ul Stanisawa Staszica,Poznan,3.0,4972.0,52.4121837,16.8984425,649000.0,3.0,117.31,1902.0
10467,Podgorze Stare Podgorze Jana Dugosza,Krakow,1.0,24231.0,50.0426719,19.9420774,836356.0,3.0,58.89,2021.0
10468,Rembertow,Warszawa,5.0,16907.0,52.2614149,21.1628191,498000.0,4.0,69.83,2021.0
10469,Nowa Huta,Krakow,0.0,19305.0,50.080618650000005,20.12933219800524,339000.0,2.0,39.0,1980.0
10470,Jezyce ul w Wawrzynca 11,Poznan,0.0,5058.0,52.4201252,16.8956979,351932.7,2.0,43.61,2022.0
10471,Wola Juliana Konstantego Ordona,Warszawa,5.0,18121.0,52.2247928,20.9525803,325000.0,1.0,27.29,2020.0
10472,Bronowice Stanczyka,Krakow,6.0,28258.0,50.0788285,19.8942504,399000.0,2.0,33.42,2021.0
10473,Grunwald Jeleniogorska 13,Poznan,4.0,5640.0,52.404212,16.882542,495768.0,3.0,63.56,2021.0
10474,Biaoeka Gioacchino Rossiniego,Warszawa,0.0,12183.0,52.3434224,21.0517575,470000.0,3.0,55.95,2013.0
10475,Mistrzejowice,Krakow,2.0,29900.0,50.09742625,20.00960263225891,650000.0,3.0,72.5,2004.0
10476,Stare Miasto Szlak,Krakow,5.0,28573.0,50.0711279,19.9355011,589000.0,2.0,34.0,2008.0
10477,Nowe Miasto Rataje Szczytnicka,Poznan,0.0,6199.0,52.3869027,16.9451585,580000.0,4.0,79.0,2009.0
10478,Zoliborz,Warszawa,1.0,6703.0,52.2675944,20.9796975,769000.0,3.0,65.0,2020.0
10479,Wochy Aleje Jerozolimskie,Warszawa,4.0,9348.0,52.2057259,20.9411849,486335.0,2.0,42.29,2012.0
10480,Stare Miasto Naramowice,Poznan,2.0,324.0,52.4496489,16.9494082,289000.0,2.0,36.48,2007.0
10481,Krowodrza Krowodrza Gorka Krowoderskich Zuchow,Krakow,2.0,21293.0,50.0697771,20.0458213,470000.0,3.0,51.18,1970.0
10482,Podgorze Duchackie ul Walerego Sawka,Krakow,3.0,24782.0,50.0242313,19.959569,439000.0,2.0,44.25,2021.0
10483,Ursynow Imielin Hawajska,Warszawa,2.0,7933.0,52.1502252,21.0408109,458000.0,2.0,46.8,1983.0
10484,Bielany,Warszawa,1.0,10547.0,52.2776126,20.9472054,465600.0,3.0,48.0,1967.0
10485,Nowe Miasto Rataje,Poznan,1.0,273.0,52.3901295,16.9535909,499300.0,3.0,65.15,2021.0
10486,Targowek,Warszawa,9.0,9954.0,52.2751918,21.0580854,295000.0,1.0,30.5,1973.0
10487,Bemowo Mieczysawa Wolfkego,Warszawa,3.0,15725.0,52.2566304,20.9261195,429000.0,2.0,49.6,1989.0
10488,Mokotow Zwierzyniecka,Warszawa,5.0,6813.0,52.2082413,21.0508627,469000.0,2.0,45.9,1971.0
10489,Rembertow Odbierz klucze szybko Wysoki standard,Warszawa,1.0,8453.0,52.2614149,21.1628191,462819.0,4.0,69.83,2021.0
10490,Debniki ul Kobierzynska,Krakow,5.0,24956.0,50.0264036,19.9118498,519000.0,2.0,40.86,2021.0
10491,Ochota,Warszawa,2.0,6920.0,52.212225,20.9726299,250000.0,1.0,18.0,2002.0
10492,Jezyce,Poznan,2.0,2525.0,52.413045,16.9022122,460000.0,2.0,45.0,1910.0
10493,Wola,Warszawa,10.0,9849.0,52.2362379,20.9547815,1168452.0,3.0,58.54,2023.0
10494,Bemowo ul Kopalniana,Warszawa,1.0,8935.0,52.2204024,20.89187167277548,899000.0,4.0,73.58,2021.0
10495,Mokotow ul Domaniewska 34B,Warszawa,7.0,9301.0,52.1839266,21.008725,508400.0,1.0,31.73,2022.0
10496,Zoliborz Zygmunta Krasinskiego,Warszawa,0.0,10244.0,52.26881,20.9891048,699000.0,2.0,50.0,1931.0
10497,Wola,Warszawa,10.0,8760.0,52.2362379,20.9547815,622300.0,2.0,44.22,2021.0
10498,PragaPoudnie ul Janusza Meissnera,Warszawa,3.0,6940.0,52.2219603,21.0908727,699000.0,2.0,56.1,2001.0
10499,PragaPoudnie Gocaw,Warszawa,6.0,11786.0,52.2286331,21.1065722,612000.0,2.0,55.84,2022.0
10500,Ochota ul Opaczewska,Warszawa,1.0,13755.0,52.21081745,20.97377705305264,720000.0,3.0,55.0,1999.0
10501,Grunwald Gorczyn ul Ceglana,Poznan,2.0,469.0,52.3709933,16.8631459,648557.0,3.0,71.27,2019.0
10502,Bemowo,Warszawa,3.0,7605.0,52.2389738,20.9132881,745000.0,3.0,67.0,2006.0
10503,Mokotow Kobucka,Warszawa,8.0,13244.0,52.1599734,20.990916185264226,679445.0,3.0,59.6,2020.0
10504,PragaPoudnie ukowska,Warszawa,3.0,8628.0,52.2368782,21.1124042,650000.0,3.0,83.2,1998.0
10505,Podgorze,Krakow,4.0,24598.0,50.0430999,19.9529614,546821.0,3.0,63.51,2021.0
10506,Krowodrza Nowowiejska,Krakow,3.0,18530.0,50.071172,19.9167654,420000.0,2.0,35.3,1973.0
10507,Grzegorzki ul pk Francesco Nullo,Krakow,1.0,28784.0,50.0469432,19.997153435836697,618280.0,1.0,53.3,2022.0
10508,Biaoeka Nowodwory,Warszawa,2.0,17723.0,52.35123,20.9444889,420000.0,2.0,40.0,2003.0
10509,Krowodrza Krolewska,Krakow,3.0,28517.0,50.073512,19.9149277,980000.0,6.0,90.0,1920.0
10510,rodmiecie,Warszawa,1.0,15215.0,52.2328098,21.019067,4460000.0,6.0,223.0,1900.0
10511,Wilanow,Warszawa,2.0,13104.0,52.1530829,21.1104411,1290000.0,3.0,95.5,2009.0
10512,Jezyce Stanisawa Staszica,Poznan,3.0,729.0,52.4135618,16.8992919,649000.0,3.0,117.31,1902.0
10513,Nowe Miasto Kobyle Pole ul abp Walentego Dymka,Poznan,1.0,4349.0,52.4006632,16.91973259178088,275660.0,2.0,35.8,2022.0
10514,Prsdnik Biay Azory ul Stanisawa Lentza,Krakow,1.0,18838.0,50.0842806,19.9090588,385000.0,3.0,49.0,1970.0
10515,Nowe Miasto Kobyle Pole abpa Walentego Dymka,Poznan,2.0,2808.0,52.3938613,16.9910647,301920.0,2.0,40.8,2022.0
10516,rodmiecie Powile Solec,Warszawa,4.0,9585.0,52.2310219,21.0374508,671000.0,3.0,57.5,1965.0
10517,Podgorze Zabocie Przemysowa,Krakow,3.0,25843.0,50.0484555,19.9597783,849000.0,2.0,65.0,2010.0
10518,Stare Miasto Zelazna,Krakow,2.0,26010.0,50.0745345,19.9464297,326288.25,1.0,19.65,2021.0
10519,Mokotow,Warszawa,4.0,6327.0,52.1939874,21.0457809,375000.0,1.0,30.0,1957.0
10520,Wilanow Zawady,Warszawa,2.0,14674.0,52.16561,21.12323,812500.0,4.0,91.06,2021.0
10521,Jezyce Golecin,Poznan,0.0,2382.0,52.4326105,16.8850598,276000.0,2.0,38.5,2021.0
10522,Targowek Brodno Rembielinska,Warszawa,6.0,18270.0,52.2900258,21.0300729,465000.0,3.0,53.0,1975.0
10523,Mokotow,Warszawa,3.0,11316.0,52.1939874,21.0457809,424000.0,2.0,38.0,1974.0
10524,Stare Miasto Centrum,Poznan,9.0,4256.0,52.3601021,16.849834118146603,899000.0,2.0,52.5,2017.0
10525,BiezanowProkocim ul Dziakowa,Krakow,2.0,23251.0,50.0217917,20.015634,549000.0,3.0,55.0,2020.0
10526,Nowa Huta Czyzyny Dywizjonu 303,Krakow,0.0,21723.0,50.0818649,20.0122791,475000.0,2.0,39.59,2019.0
10527,Wola ul Marcina Kasprzaka,Warszawa,10.0,7254.0,52.227298450000006,20.953014207365527,630000.0,3.0,50.0,2021.0
10528,Prsdnik Czerwony ul Bosakow,Krakow,9.0,18339.0,50.0844172,19.9632329,409500.0,1.0,31.5,2009.0
10529,Podgorze ul pk Ryszarda Kuklinskiego 7,Krakow,3.0,22502.0,50.0469432,19.997153435836697,392480.0,2.0,35.68,2020.0
10530,Rembertow Gwarkow,Warszawa,0.0,11231.0,52.2632534,21.1095326,480000.0,4.0,70.5,2021.0
10531,Stare Miasto,Krakow,1.0,28131.0,50.0590398,19.93716829792899,222750.0,1.0,16.5,2021.0
10532,Podgorze ul Stanisawa Klimeckiego,Krakow,5.0,20766.0,50.0492242,19.9703793,469000.0,2.0,40.94,2021.0
10533,Ursus,Warszawa,0.0,12355.0,52.1960985,20.8828989,505000.0,3.0,67.0,2022.0
10534,Bielany Marymont Ul Sowianska 23,Warszawa,3.0,13653.0,52.27575215,20.966036805175506,1219500.0,3.0,81.3,2022.0
10535,Stare Miasto w Sebastiana,Krakow,0.0,28268.0,50.0469432,19.997153435836697,369000.0,3.0,25.0,1910.0
10536,Wochy,Warszawa,2.0,17389.0,52.1861093,20.9484377,510000.0,2.0,39.0,2014.0
10537,Podgorze Stare Podgorze Nadwilanska,Krakow,2.0,24942.0,50.0468664,19.9510672,754999.98,2.0,45.0,2018.0
10538,rodmiecie,Warszawa,2.0,17654.0,52.2328098,21.019067,725000.0,2.0,48.0,1951.0
10539,Wola Juliana Konstantego Ordona,Warszawa,3.0,13035.0,52.2247928,20.9525803,919750.0,4.0,92.04,2021.0
10540,Podgorze Paszow ul Przewoz,Krakow,4.0,26316.0,50.0435196,20.0712999,551136.0,3.0,57.41,2022.0
10541,Podgorze,Krakow,5.0,27358.0,50.0430999,19.9529614,1200000.0,3.0,115.0,2011.0
10542,agiewnikiBorek Faecki Borek Faecki,Krakow,0.0,18831.0,50.0232502,19.9346479,405000.0,2.0,41.05,2021.0
10543,Targowek,Warszawa,10.0,13180.0,52.2751918,21.0580854,295000.0,1.0,27.2,1978.0
10544,Stare Miasto Kazimierz Dietla,Krakow,4.0,30290.0,50.0503989,19.9383926,1244000.0,2.0,70.0,1930.0
10545,Bronowice,Krakow,0.0,26803.0,50.0833247,19.869783648014888,561000.0,4.0,108.0,2020.0
10546,Krowodrza obzow Warmijska,Krakow,2.0,20680.0,50.0721464,19.9069847,499000.0,3.0,49.58,1975.0
10547,Stare Miasto Pistkowo ul Teofila Mateckiego,Poznan,0.0,503.0,52.4611954,16.8977153,579000.0,3.0,71.0,2011.0
10548,Stare Miasto ul Duga 24,Krakow,4.0,29976.0,50.0679951,19.938312990811166,1029112.0,2.0,47.6,2020.0
10549,Debniki KlinyZacisze bpa A Maysiaka,Krakow,1.0,29813.0,49.9988318,19.8938784,383575.0,3.0,57.25,2021.0
10550,Mokotow,Warszawa,0.0,9387.0,52.1939874,21.0457809,820000.0,2.0,58.0,2017.0
10551,Bronowice Chemonskiego,Krakow,1.0,28141.0,50.0863097,19.9139884,780000.0,3.0,77.0,2014.0
10552,Prsdnik Biay Henryka Pachonskiego,Krakow,2.0,27009.0,50.0949773,19.920405494289955,377174.0,2.0,37.16,2021.0
10553,Podgorze Paszow ul Wiktora Heltmana,Krakow,3.0,26969.0,50.0275818,19.9696293,570000.0,2.0,50.0,2007.0
10554,Wola,Warszawa,4.0,11990.0,52.2362379,20.9547815,649000.0,2.0,49.79,2020.0
10555,Biaoeka Wyspiarska,Warszawa,4.0,8826.0,52.3179666,20.9962469,547900.0,4.0,78.06,2020.0
10556,Podgorze Paszow ul Wodna,Krakow,2.0,21058.0,50.0372719,19.9754503,355000.0,2.0,36.06,2022.0
10557,Prsdnik Biay Henryka Pachonskiego,Krakow,0.0,22398.0,50.0949773,19.920405494289955,459402.0,3.0,53.11,2021.0
10558,rodmiecie Grzybowska,Warszawa,10.0,13721.0,52.2357458,20.993720703559504,1290000.0,2.0,54.44,2017.0
10559,Rembertow Chemzynska,Warszawa,2.0,10460.0,52.2459641,21.133045,224636.0,1.0,25.24,2022.0
10560,Nowa Huta Czyzyny,Krakow,9.0,23705.0,50.0816349,20.016490706002102,429000.0,2.0,51.0,1990.0
10561,Ochota Spiska,Warszawa,2.0,10603.0,52.2212815,20.9848859,539000.0,3.0,47.3,1966.0
10562,PragaPonoc ul Namysowska,Warszawa,1.0,7905.0,52.26297,21.0343728,540000.0,2.0,48.5,2006.0
10563,Zoliborz Dyminska,Warszawa,5.0,11263.0,52.2609387,20.9972316,429000.0,2.0,37.0,1970.0
10564,Ursus Ryzowa,Warszawa,2.0,14978.0,52.1910112,20.9067891,512900.0,3.0,58.0,2021.0
10565,Nowa Huta Czyzyny ul Sotysowska,Krakow,1.0,23419.0,50.0605887,20.0240353,382996.0,1.0,42.32,2021.0
10566,wielkopolskie,Poznan,0.0,1035.0,52.4006632,16.91973259178088,336000.0,2.0,49.2,2021.0
10567,Podgorze Duchackie ul Walerego Sawka,Krakow,1.0,24704.0,50.0242313,19.959569,419000.0,2.0,46.54,2021.0
10568,Stare Miasto Naramowice,Poznan,1.0,1168.0,52.4496489,16.9494082,544169.0,4.0,80.65,2021.0
10569,Bielany ul Rudzka 5,Warszawa,1.0,7621.0,52.27851165,20.9734368,603800.0,2.0,52.94,2021.0
10570,Stare Miasto Duga,Krakow,3.0,26223.0,50.2658017,19.785956,754600.0,3.0,77.0,1885.0
10571,Biaoeka Berensona Leona,Warszawa,2.0,11760.0,52.3246245,21.0547602,334000.0,2.0,38.0,2021.0
10572,Wola Pawia,Warszawa,3.0,14325.0,52.2472824,20.9926319,532000.0,1.0,35.0,2020.0
10573,Stare Miasto Wilczak Wilczak 16 A,Poznan,0.0,6240.0,52.4300916,16.9514725830321,442700.0,3.0,58.25,2020.0
10574,PragaPoudnie Gocaw Orlego Lotu,Warszawa,9.0,14844.0,52.2271098,21.0919358,555000.0,3.0,65.0,1980.0
10575,Grunwald Junikowo,Poznan,1.0,295.0,52.39004985,16.85196708092492,499000.0,2.0,54.0,2015.0
10576,Biaoeka Tarchomin,Warszawa,0.0,16715.0,52.32069265,20.970833868701,260084.0,1.0,25.74,2022.0
10577,PragaPoudnie ul Jana NowakaJezioranskiego 9,Warszawa,1.0,12200.0,52.2298628,21.105088,959000.0,3.0,80.0,2010.0
10578,BiezanowProkocim,Krakow,1.0,28243.0,50.01706235,20.022991856015395,444060.0,2.0,49.34,2021.0
10579,Mokotow Kobucka,Warszawa,8.0,13237.0,52.1599734,20.990916185264226,729669.0,3.0,67.9,2020.0
10580,Debniki KlinyZacisze bpa A Maysiaka,Krakow,2.0,30058.0,49.9988318,19.8938784,450977.0,3.0,67.31,2020.0
10581,Mokotow ul Juliana Bruna,Warszawa,2.0,14223.0,52.2093778,21.0062045,685000.0,2.0,47.0,1966.0
10582,Prsdnik Czerwony Lublanska,Krakow,1.0,25534.0,50.0851795,19.961948,419000.0,2.0,44.29,2021.0
10583,Krakow maopolskie,Krakow,2.0,18572.0,50.0998545,19.96045489910257,652000.0,4.0,71.4,1999.0
10584,Krowodrza Krolewska,Krakow,2.0,26291.0,50.073512,19.9149277,435000.0,1.0,37.5,1964.0
10585,Bronowice ul Stelmachow,Krakow,2.0,29565.0,50.1004008,19.8877694,350037.0,2.0,39.33,2021.0
10586,Mokotow Suzewiec Wabrzyska,Warszawa,3.0,17480.0,52.1734486,21.0315079,749000.0,3.0,63.0,1993.0
10587,Mokotow ul Biaego Debu 1,Warszawa,2.0,7788.0,52.183924,21.042562,917300.0,3.0,66.68,2021.0
10588,Podgorze gen Henryka Dsbrowskiego,Krakow,3.0,23733.0,50.0469432,19.997153435836697,499000.0,1.0,37.6,1900.0
10589,Podgorze Rzemielnicza,Krakow,1.0,28524.0,50.0469432,19.997153435836697,899000.0,4.0,91.76,2021.0
10590,Wilanow al Rzeczypospolitej,Warszawa,2.0,6396.0,52.1537994,21.0822817,1299000.0,4.0,93.0,2020.0
10591,Debniki ul Kobierzynska,Krakow,6.0,20335.0,50.0264036,19.9118498,519000.0,2.0,40.86,2021.0
10592,Debniki Kazimierza Puaskiego,Krakow,1.0,25994.0,50.0506457,19.9293082,650811.0,3.0,53.62,2018.0
10593,Prsdnik Biay Adama Vetulaniego,Krakow,2.0,29425.0,50.0947269,19.9247728,415000.0,3.0,45.0,2021.0
10594,Nowe Miasto Rataje,Poznan,5.0,1629.0,52.3901295,16.9535909,410404.0,3.0,55.46,2021.0
10595,rodmiecie Centrum ul Barska,Krakow,1.0,18726.0,50.0471731,19.9322718,1174982.49,6.0,117.51,2020.0
10596,Mokotow Buska,Warszawa,2.0,16468.0,52.176777,21.0690873,665800.0,3.0,65.0,2021.0
10597,Zoliborz Sady Zoliborskie Broniewskiego,Warszawa,4.0,16516.0,52.2672265,20.963825573453093,520000.0,2.0,50.3,1964.0
10598,Podgorze Paszow Koszykarska,Krakow,1.0,22552.0,50.0498929,19.9906026,541842.0,3.0,51.57,2021.0
10599,Krowodrza Siewna,Krakow,2.0,22409.0,50.0919132,19.9556743,577000.0,3.0,62.0,2020.0
10600,Mokotow,Warszawa,6.0,12480.0,52.1939874,21.0457809,369700.0,1.0,32.0,1972.0
10601,agiewnikiBorek Faecki Zakopianska,Krakow,4.0,25203.0,50.0230861,19.9337391,399000.0,2.0,39.0,1999.0
10602,rodmiecie ul Mordechaja Anielewicza,Warszawa,5.0,15224.0,52.2473894,20.988839,650000.0,3.0,54.21,1962.0
10603,Stare Miasto Centrum Piekary,Poznan,1.0,3975.0,52.3000208,16.5711555,255900.0,4.0,72.74,1900.0
10604,Debniki KlinyZacisze Spacerowa,Krakow,0.0,18605.0,50.0050868,19.8770531,697215.0,3.0,87.7,2022.0
10605,PragaPoudnie Minska,Warszawa,2.0,15327.0,52.2496393,21.0605964,375000.0,1.0,25.0,2014.0
10606,PragaPoudnie,Warszawa,3.0,10482.0,52.2373961,21.0712578,539000.0,1.0,36.0,2020.0
10607,Nowa Huta,Krakow,0.0,19023.0,50.080618650000005,20.12933219800524,800000.0,4.0,95.0,2022.0
10608,Stare Miasto Wilczak Wilczak 16 A,Poznan,0.0,6242.0,52.4300916,16.9514725830321,386568.0,2.0,49.56,2020.0
10609,Wola,Warszawa,1.0,16074.0,52.2362379,20.9547815,539000.0,3.0,51.46,1964.0
10610,Krowodrza Kazimierza Wielkiego,Krakow,0.0,26189.0,50.073573,19.9193678,724780.0,4.0,62.0,2020.0
10611,rodmiecie Botaniczna,Krakow,4.0,29629.0,50.0653999,19.9545601,450000.0,2.0,40.0,1920.0
10612,Nowe Miasto Rataje,Poznan,6.0,2143.0,52.3901295,16.9535909,336838.0,2.0,40.33,2022.0
10613,Wola Sawinska,Warszawa,1.0,10937.0,52.224905,20.9710013,509000.0,2.0,38.72,2018.0
10614,PragaPoudnie Grochow Omulewska,Warszawa,2.0,11358.0,52.2396557,21.095066,579999.0,3.0,67.8,1990.0
10615,Krowodrza Armii Krajowej,Krakow,6.0,29763.0,50.0700651,19.89798857748124,720000.0,3.0,70.0,2013.0
10616,Podgorze Duchackie Wola Duchacka Puszkarska,Krakow,2.0,27957.0,50.0238506,19.9601831,399000.0,2.0,42.47,2021.0
10617,Zoliborz Hubnera,Warszawa,7.0,8235.0,52.2471308,21.04830496673761,1890000.0,5.0,148.0,2020.0
10618,Podgorze Rzemielnicza,Krakow,0.0,28519.0,50.0469432,19.997153435836697,399000.0,1.0,35.41,2021.0
10619,Podgorze Zabocie,Krakow,2.0,25334.0,50.0478769,19.961368688357496,483000.0,2.0,42.0,2018.0
10620,Bienczyce os Przy Arce,Krakow,4.0,26496.0,50.0825791,20.02983196844573,445000.0,4.0,64.0,1972.0
10621,Mistrzejowice os Owiecenia,Krakow,4.0,25323.0,50.0939358,19.9897424,650000.0,3.0,73.74,1991.0
10622,Zoliborz Powszki Burakowska,Warszawa,1.0,12287.0,52.2534055,20.9802996,599000.0,2.0,46.1,2016.0
10623,wielkopolskie,Poznan,2.0,4808.0,52.4006632,16.91973259178088,345000.0,2.0,42.0,2007.0
10624,Grzegorzki ul pk Francesco Nullo,Krakow,6.0,28887.0,50.0469432,19.997153435836697,882074.0,3.0,76.37,2022.0
10625,BiezanowProkocim Wielicka 179,Krakow,0.0,27927.0,50.0102971,20.00857,430848.0,2.0,48.96,2021.0
10626,Ochota al Jerozolimskie,Warszawa,8.0,13563.0,52.2274779,20.9993834,1190000.0,4.0,121.5,1999.0
10627,Krowodrza Wrocawska,Krakow,1.0,27332.0,50.0781206,19.9237274,610000.0,2.0,49.0,2020.0
10628,Podgorze Zabocie Stanisawa Klimeckiego,Krakow,4.0,22438.0,50.0492242,19.9703793,369000.0,2.0,28.36,2021.0
10629,Wola,Warszawa,7.0,17043.0,52.2362379,20.9547815,735000.0,3.0,64.0,2009.0
10630,Grunwald Gorczyn ul Ceglana,Poznan,3.0,3544.0,52.3709933,16.8631459,483507.0,2.0,51.99,2020.0
10631,Prsdnik Biay Szymona Zimorowicza,Krakow,1.0,22363.0,50.0950503,19.9284425,357099.0,2.0,35.04,2020.0
10632,Mistrzejowice Okulickiego,Krakow,2.0,29372.0,50.087129,19.9950474,375804.0,2.0,48.18,2021.0
10633,Stare Miasto Centrum ul Bukowska,Poznan,2.0,2449.0,52.4068774,16.9082569,679000.0,4.0,100.0,1938.0
10634,Bemowo Powstancow lsskich,Warszawa,8.0,16701.0,52.2391078,20.9130415,685000.0,2.0,65.7,2000.0
10635,Stare Miasto Naramowice Bratumiy,Poznan,2.0,294.0,52.4576575,16.9507088,395000.0,3.0,54.16,2007.0
10636,Bronowice Jozefa Chemonskiego,Krakow,3.0,18392.0,50.0863097,19.9139884,520000.0,2.0,47.51,2013.0
10637,Centrum,Warszawa,10.0,7227.0,52.2311577,21.0100632,999000.0,3.0,63.0,2021.0
10638,Biaoeka Berensona Leona,Warszawa,1.0,15136.0,52.3246245,21.0547602,395615.0,2.0,58.06,2022.0
